# Pathway	60-MDcol006-4-1A_Abundance
UNMAPPED	1276833.2619894815
UNINTEGRATED	4444349.3596071918
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	1968725.8972078995
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	609967.0235990366
UNINTEGRATED|unclassified	376296.6487291661
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	311822.0862084546
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	230133.3561311773
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	187846.7309794472
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	86544.7896703007
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	85313.8801685900
UNINTEGRATED|g__Eisenbergiella.s__Eisenbergiella_massiliensis	67374.4742605189
UNINTEGRATED|g__Blautia.s__Blautia_coccoides	66904.5625637538
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_symbiosum	53969.3648032400
UNINTEGRATED|g__Blautia.s__Ruminococcus_gnavus	52351.1549123698
UNINTEGRATED|g__Blautia.s__Blautia_hydrogenotrophica	51239.2072501117
UNINTEGRATED|g__Blautia.s__Blautia_obeum	49584.3838942204
UNINTEGRATED|g__Streptococcus.s__Streptococcus_thermophilus	47399.4971688153
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_38	44639.2899722336
UNINTEGRATED|g__Eisenbergiella.s__Eisenbergiella_tayi	40560.8803032648
UNINTEGRATED|g__Hungatella.s__Hungatella_effluvii	37202.4676416768
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_scindens	34030.2626545953
UNINTEGRATED|g__Dorea.s__Dorea_sp_CAG_317	33401.1200079525
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	29155.1312566293
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_aldenense	26250.1385515256
UNINTEGRATED|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	25164.0839713804
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	23592.2566348448
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	20693.7322022295
UNINTEGRATED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	19263.1793087105
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	18071.8412964228
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_innocuum	16413.8834425383
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	13382.6642026026
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_AM22_11AC	12560.9117194470
UNINTEGRATED|g__Asaccharobacter.s__Asaccharobacter_celatus	12120.8023750654
UNINTEGRATED|g__Monoglobus.s__Monoglobus_pectinilyticus	12119.1065870640
UNINTEGRATED|g__Roseburia.s__Roseburia_faecis	9151.6300530861
UNINTEGRATED|g__Blautia.s__Blautia_producta	8426.2038384577
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	7884.4606648076
UNINTEGRATED|g__Dialister.s__Dialister_invisus	7302.1518270478
UNINTEGRATED|g__Murimonas.s__Murimonas_intestini	7233.7870525489
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	6736.4771714128
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_lavalense	5739.5972992845
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	5007.3144795798
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_rhamnosus	4860.1411624521
UNINTEGRATED|g__Faecalicatena.s__Faecalicatena_contorta	3572.3930396910
UNINTEGRATED|g__Intestinimonas.s__Intestinimonas_butyriciproducens	3089.5486108193
UNINTEGRATED|g__Terrisporobacter.s__Terrisporobacter_othiniensis	1789.3892071595
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	3600.5483604773
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	1397.5081014428
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	442.4544203509
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	312.0594813857
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	292.8701559317
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Ruminococcus_torques	103.8434261440
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eisenbergiella.s__Eisenbergiella_massiliensis	63.5436889270
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica	55.8536302586
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Hungatella.s__Hungatella_effluvii	51.7733112311
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Hungatella.s__Hungatella_hathewayi	50.6495801533
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	45.7635096351
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_symbiosum	44.8755227310
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_38	44.8618804729
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_coccoides	38.1159445092
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eisenbergiella.s__Eisenbergiella_tayi	33.4041379636
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	25.3998542840
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_scindens	24.5907794176
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_aldenense	24.3164073306
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	20.2267297885
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	16.0672716969
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_lavalense	8.3754566009
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Roseburia.s__Roseburia_faecis	5.1650761332
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Faecalicatena.s__Faecalicatena_contorta	4.0577103117
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	3303.2193355151
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	652.0679501974
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	234.5659168701
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_plautii	124.4728839107
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	103.7786104340
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	98.7206039930
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_effluvii	74.8481421640
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Blautia_hydrogenotrophica	71.8234081628
