# Pathway	40-MDCol002-7-43_Abundance
UNMAPPED	2325577.9130991036
UNINTEGRATED	5005710.9943542434
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	1600958.4581098035
UNINTEGRATED|unclassified	524024.6096621184
UNINTEGRATED|g__Blautia.s__Blautia_obeum	486230.0361681756
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	455387.3730428324
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	154372.7121009913
UNINTEGRATED|g__Dialister.s__Dialister_invisus	127939.2156007544
UNINTEGRATED|g__Streptococcus.s__Streptococcus_thermophilus	127431.7617463733
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_clostridioforme	117008.5168730271
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	114108.5864773813
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	112391.6481421187
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	77830.3573903507
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	69159.9055526067
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	58379.6779211122
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	57912.1217373559
UNINTEGRATED|g__Blautia.s__Blautia_sp	50611.1489704589
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	44710.3503971535
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	42929.7707830966
UNINTEGRATED|g__Eisenbergiella.s__Eisenbergiella_massiliensis	37226.6829203704
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	36003.5122759892
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	31888.6595989061
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	31098.4763628813
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28507.7540242989
UNINTEGRATED|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	27204.4721307587
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_innocuum	25927.9356051017
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	23762.5237113541
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_symbiosum	19824.7517001838
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	16115.9141336669
